id,symbol,headline,summary,date_time
715,AAPL,"Facebook Debuts Paid Online Events, Swipes at Apple for Fees","Facebook lets small businesses offer paid tickets for online events, while criticizing Apple for taking a cut.
",8/14/2020 19:19
716,AAPL,Warren Buffett Sours on Banks and Likes Gold,"(Bloomberg Opinion) -- Dumping bank shares and investing in a gold miner? It certainly doesn’t sound like a Warren Buffett move, but that’s exactly what the investing guru’s company did in the second quarter, according to a regulatory disclosure Friday. It’s not a good sign for markets. Buffett, the fifth-richest person in the world, has loved few things more in his life than sweets, soda and compound interest — but banking stocks have come pretty close. Buffett was there to boost them during and after the last crisis, and he’s remained a top shareholder in most of the big U.S. banks. That’s why it’s so jarring that Buffett’s Berkshire Hathaway Inc. sold 62% of its stake in JPMorgan Chase & Co. and cut 26% of its Wells Fargo & Co. holding...
",8/14/2020 18:38
717,AAPL,Apple Launches Music Beta Website With Listen Now Tab ,"Apple (AAPL) has launched a beta version of the Apple Music service in the browser. The site has a new look and is similar to iOS 14 and macOS Big Sur.
",8/14/2020 17:22
718,AAPL,"Gamers, Companies Show Support After Fortnite Developer Sues Alphabet's Google","Sympathy poured in for Epic Games Thursday night and the following day after the company doubled down on its legal actions against Big Tech.  Shortly after bringing a lawsuit against Apple (NASDAQ: AAPL) on antitrust grounds for removing Epic's Fortnite video game from its App Store, Epic filed a similar suit against Alphabet (NASDAQ: GOOG)(NASDAQ: GOOGL) for doing the same with its Google Play store.  In a statement sent to USA Today regarding the Apple lawsuit, Spotify wrote that ""[w]e applaud Epic Games' decision to take a stand against Apple and shed further light on Apple's abuse of its dominant position.""
",8/14/2020 16:36
719,AAPL,Facebook critiques Apple on its commission system,"Facebook said it requested an exemption so small businesses would not have to pay Apple's cut for paid online events on the social network's platform.  Apple did not immediately respond to a request for comment.  Facebook's comments come a day after Apple removed popular video game ""Fortnite"" from its app store for violating the in-app payment guidelines, prompting developer Epic Games to file federal antitrust lawsuit challenging Apple's rules.
",8/14/2020 15:30
720,AAPL,"Facebook Launches Paid Online Events, Says Apple Will Take 30% of Payments Made Through iOS App","Facebook announced that it's letting businesses, creators, artists, educators and media publishers generate cash from holding online events on the virtual platform. The social media giant is promising to not collect any fees for paid online events for at least the next year. However, for payments Facebook users submit through the app for Apple's iOS […]
",8/14/2020 15:29
721,AAPL,"Apple Inc., Travelers share losses lead the way, but Dow flat","DOW UPDATE Shares of Apple Inc. and Travelers are trading lower Friday afternoon, dragging the Dow Jones Industrial Average into negative territory. The Dow (DJIA) was most recently trading 13 points lower (0.
",8/14/2020 15:01
722,AAPL,"Dow Jones Little Changed as Apple Bans Fortnite, Caterpillar Reports Rough July Sales","Apple is coming under increasing pressure over its App Store fees, and Caterpillar is still seeing double-digit sales declines.
",8/14/2020 14:02
723,AAPL,"‘Fortnite’ Battles Big Tech: Why Epic Games Is Suing Apple, Google Over Their App Store ‘Monopolies’","Can &quot;Fortnite&quot; maker Epic Games single-handedly but up the longstanding 30% app &quot;tax&quot; levied by Apple and Google — fees Epic calls &quot;exorbitant&quot; and the result of &quot;unlawful monopoly&quot;? Not everyone believes the odds are in Epic's favor. In a highly orchestrated campaign Thursday, Epic Games set the bait for the legal — and public […]
",8/14/2020 12:15
724,AAPL,"Apple Inc., Cisco share losses lead the way, but Dow flat","DOW UPDATE Shares of Apple Inc. and Cisco are trading lower Friday morning, sending the Dow Jones Industrial Average into negative territory. Shares of Apple Inc. (AAPL) and Cisco (CSCO) are contributing to the index&apos;s intraday decline, as the Dow (DJIA) was most recently trading 18 points lower (-0.
",8/14/2020 10:46
725,AAPL,"Epic Games wins support from Fortnite gamers, firms on Apple standoff","Fortnite creator Epic Games found support from its legions of gamers, Tinder-owner Match Group and Spotify for suing Apple and Google after the tech giants dropped the popular video game from their app stores for violating payment guidelines.  Epic Games started a social media campaign against the iPhone maker by releasing a parody of Apple's iconic ""1984"" commercial in its video game, and soon the hashtag ""freefortnite"" was trending on Twitter.
",8/14/2020 10:39
726,AAPL,Are Investors Ignoring a Real Risk to Apple's Future?,"Investors who are giddy over Apple's recent blowout quarter might be ignoring a danger to one of the company's big growth drivers.
",8/14/2020 10:16
727,AAPL,"Dow falls nearly 100 points on losses for shares of Apple Inc., Travelers","DOW UPDATE The Dow Jones Industrial Average is falling Friday morning with shares of Apple Inc. and Travelers facing the biggest drops for the price-weighted average. The Dow (DJIA) was most recently trading 93 points (0.
",8/14/2020 9:45
728,AAPL,Apple May Launch Services Bundle as Early as October,"Apple (AAPL) is expected to launch Apple One services bundle to boost paid subscription and service revenues alongside iPhone 12 release in October, per Bloomberg.
",8/14/2020 9:32
729,AAPL,Video Streaming Gains Traction in Q2: 4 Stocks to Watch,"With strict restriction on public gatherings and entertainment hubs like parks, gaming zones and theaters still closed, there isn't much to do except for relying on video and music streaming services.
",8/14/2020 8:50
730,AAPL,Apple's Services Bundle Might Finally Be Ready,"Investors have been hearing rumblings about Apple (NASDAQ: AAPL) working on a services bundle for over two years now, and the package may finally be ready to launch within a couple months.  Bundling is a time-tested, powerful strategy in just about any industry, and such a move would very likely strengthen Apple's booming services business, which now has over 550 million paid subscriptions being billed through its various platforms.  Bloomberg reported this week that Apple is gearing up to launch ""Apple One,"" a bundle of services that would allow users to subscribe based on different tiers.
",8/14/2020 8:00
731,AAPL,PRESS DIGEST- New York Times business news - Aug 14,"- Creator of popular video game Fortnight, Epic Games, filed a lawsuit against Apple Inc and Alphabet Inc's Google on Thursday after the game was removed from their app stores for violating policies.  - U.S. President Donald Trump announced that Israel and the United Arab Emirates would establish ""full normalization of relations"" and that in exchange Israel would forgo for now ""declaring sovereignty"" over occupied West Bank territory.  - The German automaker Daimler AG said Thursday that it had agreed to pay $2.2 billion to settle accusations that Mercedes-Benz cars and vans sold in the United States were programmed to cheat on emissions tests.
",8/14/2020 2:11
732,AAPL,There's a Disconnect Between Shoppers and Merchants,"(Bloomberg Opinion) -- Even if China's consumers are still willing to buy some products, companies lack confidence to shell out cash marketing to them. Take a look at Baidu Inc. which just reported second-quarter numbers. The results were bad. But more than anything, they highlight how this disconnect is playing out in the technology sector.  China’s biggest search-engine operator posted a 3% drop in revenue at its core business — chiefly search advertising. Some analysts and reporters saw that as a win, having played into a classic sandbag and spin strategy — lower expectations, then when bad numbers come in, pretend they’re actually good. So let me reiterate: Baidu’s numbers are not good. And they’re about to get worse with third-quarte...
",8/13/2020 22:56
733,AAPL,Is Apple’s Lofty Valuation Justified? Analyst Considers the Case,"Taking the top spot, Apple (AAPL) is the world’s largest company by market cap. Valued at almost $2 trillion, the tech giant keeps swatting away whatever headwinds it encounters.The level of devotion it inspires among its fans is like no other. Mega-cap rivals Microsoft and Amazon might also be considered untouchable titans, but their brands and products do not sparkle with the same aura as Apple’s offerings do.That said, should investors be comfortable with how much its valuation has increased recently? Deutsche Bank analyst Jeriel Ong took a look inside Apple’s core, to explore why the giant from Cupertino has trounced all standing in its way over the last few years.The analyst lists six reasons why he believes Apple’s valuation has exp...
",8/13/2020 20:47
734,AAPL,Crime-Tracking App Citizen Now Alerts Users to Infection Risk,"(Bloomberg) -- At the start of the Covid-19 pandemic, contact tracing was considered the best hope for getting people back to offices and schools safely without a vaccine. The tech industry was optimistic that apps would provide a faster, more effective alternative to the usual painstaking human process of calling and interviewing the networks of infected people to figure out possible sources of exposure.It hasn’t worked out that way. All efforts in the U.S. are so nascent that Citizen, known for location-based crime alerts, on Thursday launched a feature called SafePass that it’s already calling the largest private contact-tracing network, with only 700,000 people testing its product.The app allows users to upload their health status eve...
",8/13/2020 18:23
735,AAPL,Apple's famous '1984' video parodied by Fortnite game maker,"Fortnite maker Epic Games has used a famous Apple advertisement against the iPhone maker in a social media campaign accompanying a legal battle it launched on Thursday.  The Apple character features a worm sticking out of a bite mark that resembles Apple's corporate logo and frameless spectacles similar to those worn by Apple Chief Executive Tim Cook in his official photograph on the iPhone maker's website.  Apple Inc earlier in the day removed ""Fortnite"" from its App Store for violating the company's in-app payment guidelines, prompting developer Epic to file a lawsuit seeking to end Apple's in-app payment practices.
",8/13/2020 18:18
736,AAPL,Trump Trying to Start Cold War With China: New America,"Aug.13 -- Graham Webster, editor-in-chief at Stanford-New America DigiChina, discusses rising U.S.-China tensions on ""Bloomberg Technology.""
",8/13/2020 17:53
737,AAPL,Apple and Epic Square Off Over Fortnite and In-App Payments,"Apple removed the videogame from its App Store, while the game company sued the tech giant, alleging anticompetitive behavior.
",8/13/2020 17:39
738,AAPL,"Epic Games Brings a New Payment System to ""Fortnite,"" and It Comes With a 20% Discount","The game publisher really doesn't want to pay Apple and Google a 30% cut of its in-game revenue anymore.
",8/13/2020 16:56
739,AAPL,Stock Markets Stay Flat as Apple Approaches $2 Trillion; Bonds Swoon,"The stock markets went back to their old pattern on Thursday, sending mixed messages depending on which index you looked at.  The Dow Jones Industrial Average (DJINDICES: ^DJI) and S&P 500 (SNPINDEX: ^GSPC) gave up modest amounts of ground, but the Nasdaq Composite rose by a similarly small percentage.  The tech company now sits just a few dozen billion dollars below the $2 trillion mark in market capitalization, and the optimism that its imminent stock split has generated could have the company hurdling above that level soon.
",8/13/2020 16:53
740,AAPL,"U.S. downloads of WeChat, Signal apps spike after Trump threatens ban","More users in the United States downloaded chat app WeChat and its encrypted alternative Signal, after President Donald Trump threatened to ban WeChat, owned by Chinese company Tencent, according to Sensor Tower data shared with Reuters on Thursday.  WeChat users in the United States rushed to install the app before it could disappear from the app stores.  Others, especially in China, sought alternatives like the encrypted Signal, owned by non-profit Signal Foundation.
",8/13/2020 16:43
741,AAPL,"Stock Market Today: Apple Nears $2T, But Stocks Struggle","Apple edged toward the $2 trillion market-cap mark on reports that it will bundle subscription services Thursday, but the S&P; 500 failed to enter a new bull market.
",8/13/2020 16:33
742,AAPL,US STOCKS-S&P 500 ends down slightly after flirting with record levels again,"The S&P 500 ended slightly lower on Thursday after briefly trading above its record closing high level for a second day, and the Dow also fell in the wake of a disappointing forecast from Cisco Systems Inc.  The S&P 500 during the session broke above its record high closing level of 3,386.15 from Feb. 19, just before investors sold shares in anticipation of what proved to be the biggest slump in the U.S. economy since the Great Depression.  A slump in Cisco Systems weighed on the Dow and S&P 500 after the company forecast first-quarter revenue and profit below estimates.
",8/13/2020 16:00
743,AAPL,"Apple Pulls Fortnite From App Store, Citing Payment Rules","(Bloomberg) -- Apple Inc. removed Fortnite from the App Store on Thursday, hours after the game’s creator, Epic Games Inc., outlined a new payment plan in violation of Apple’s rules.Previously: Epic Games Challenges Apple, Google Stores With Direct PaymentApple requires applications with in-app payments to be billed by Apple, which takes a 30% cut of revenue, similar to Google’s store. On Thursday morning, Epic Games told customers it would begin offering a direct purchase plan for items in the popular battle royale game on both Apple and Google platforms, circumventing the fees. Epic said it would pass on the savings to customers, offering discounts of as much as 20% on its own plan.Apple said in a statement that it removed Fortnite beca...
",8/13/2020 15:16
744,AAPL,"‘Fortnite’ Looks to Sidestep Apple, Google App Store Fees With 20% Discount for Direct Payment","Epic Games is trying to skirt the 30% revenue cut taken by Apple's App Store and Google Play -- announcing a 20% discount to &quot;Fortnite&quot; players who purchase the game's virtual currency directly from Epic, instead of from Apple or Google. &quot;If Apple or Google lower their fees on payments in the future, Epic will […]
",8/13/2020 15:06
745,AAPL,Apple Is the Latest to Tap Bond Markets in a Record-Setting Week,"Apple is selling five-, 10-, 30- and 40-year bonds. The final size of the bond sale was $5.5 billion, smaller than the $8.5 billion offering from the iPhone maker earlier this year.
",8/13/2020 14:56
746,AAPL,Chicago’s Recovery Put at Risk After Iconic Downtown Trashed,"(Bloomberg) -- Shattered glass, stolen goods and boarded-up storefronts in Chicago’s downtown are fueling concerns about the city’s ability to recover from the pandemic-induced recession.The central business district generates $1.8 billion a year in property, sales, hotel and amusement taxes -- critical for a city that just two months ago forecast a $700 million shortfall for the year. Chicago isn’t alone. The economic shutdown to contain the spread of the coronavirus has dealt a massive blow to tax collections, leaving U.S. cities facing $360 billion in budget gaps through 2022, according to the National League of Cities.Mayor Lori Lightfoot didn’t hesitate to condemn the ransacking of dozens of stores and businesses in the city’s Loop a...
",8/13/2020 13:30
747,AAPL,US STOCKS-S&P 500 hovers at record levels as jobless claims fall,"Apple pushed the S&P 500 and Nasdaq higher on Thursday, with the benchmark index nearing an all-time high, as jobless claims fell below one million for the first time since efforts to curb the COVID-19 outbreak in the United States began five months ago.  The S&P 500 briefly traded above its record closing high of 3,386.15 and was 0.3% away from its intraday record high of 3,393.52 registered in February.
",8/13/2020 13:20
748,AAPL,"Epic Games Challenges Apple, Google Stores With Direct Payment","(Bloomberg) -- Epic Games said Thursday it’s giving users a new way to directly make in-app purchases from Epic, instead of paying through the Apple and Google app stores.The announcement comes amid tension between the Fortnite creator and Apple and Google over their app store fees.Epic has said the 30% revenue cut the two companies take from paid apps is excessively high. Tim Sweeney, the chief executive officer of Epic Games, called the two companies a “duopoly” in an interview with Bloomberg Television in July.Sweeney said then that the solution would be to separate different services that the tech companies offer, including payments. With the new option, Epic will be able to avoid that 30% fee.To encourage customers to use its direct ...
",8/13/2020 13:06
749,AAPL,"Microsoft Set to Launch Surface Duo at $1399, Stock Up","Microsoft's (MSFT) Surface Duo is expected to heat up the competition in the bendable smartphone space.
",8/13/2020 11:41
750,AAPL,"US STOCKS-S&P 500, Nasdaq rise as Apple nears $2 trillion in market cap","The S&P 500 and Nasdaq rose on Thursday, with Apple inching toward $2 trillion in market capitalization, as data showed jobless claims fell below one million last week for the first time since the start of the pandemic in United States.  While the S&P 500 remained within striking distance of a record high, the blue-chip Dow was weighed down by a 11.4% slump in Cisco Systems Inc after the company forecast first-quarter revenue and profit below estimates.
",8/13/2020 11:38
751,AAPL,Apple Surprisingly Strikes Gold in This Price-Sensitive Market,"The iPhone maker's better understanding of consumer dynamics has given it an edge over rivals in India.
",8/13/2020 9:07
752,AAPL,US STOCKS-Wall Street set to edge up as weekly jobless claims drop,"Wall Street was set to open a touch higher on Thursday, with the S&P 500 within striking distance of a record high, after data showed weekly jobless claims fell below 1 million for the first time since March.  The S&P 500 ended Wednesday about 0.4% below its intraday record high hit on Feb. 19, having recovered virtually all of its losses due to the pandemic, thanks to unprecedented stimulus and a better-than-feared earnings season.  ""We've had a really strong run over the last couple of weeks, so I think it will be very healthy to see a pause, some consolidation here,"" said Dan Eye, head of asset allocation and equity at Fort Pitt Capital Group in Harrisburg, Pennsylvania.
",8/13/2020 8:54
753,AAPL,Apple Joins the Tech Borrowing Boom With Second Deal This Year,"(Bloomberg) -- Borrowing costs are so cheap right now that not even Apple Inc. can resist, becoming the latest to join a boom in issuance from the world’s biggest technology companies.The iPhone maker is selling bonds in four parts, according to a person with knowledge of the matter. The longest maturity, a 40-year security, may yield around 135 basis points above Treasuries, the person said, asking not to be identified as the details are private.Apple, which hasn’t borrowed in dollars more than once in a calendar year since 2017, is tapping the investment-grade market for the second time since May. It was cheap to issue debt then and is even better now, with cash-rich companies like Amazon.com Inc. and Google parent Alphabet Inc. getting...
",8/13/2020 8:30
754,AAPL,4 Reasons Tencent Isn’t Worrying About Trump’s WeChat Ban,"On Aug. 6, President Donald Trump issued an executive order to ban the use of Tencent's (OTC: TCEHY) WeChat, China's top messaging app, in the United States for national security reasons.  The order, which takes effect after 45 days, claims WeChat ""automatically captures vast swaths of information from its users,"" which could ""allow the Chinese Communist Party access to Americans' personal and proprietary information.""  It also calls WeChat a tool for ""keeping tabs on Chinese citizens who may be enjoying the benefits of a free society for the first time in their lives"" in the United States and other countries.
",8/13/2020 8:30
755,AAPL,Corporate America worries WeChat ban could be bad for business- WSJ,"Aug 13 (Reuters) - U.S. companies whose fortunes are linked to China are pushing back against the Trump administration's plans to restrict business transactions involving Tencent Holdings Ltd's WeChat app, the Wall Street Journal reported on Thursday.
",8/13/2020 6:12
756,AAPL,TikTok and WeChat Expose Big Tech’s Lack of Innovation,"(Bloomberg Opinion) -- The jockeying by Microsoft Corp. and possibly other U.S. companies to buy TikTok’s U.S. operations shines a harsh light on how domestic technology giants are falling behind on innovation in social media and other areas of opportunity.Both ByteDance Ltd.’s TikTok and Tencent Holdings Ltd.’s WeChat are living on borrowed time in the U.S. after President Donald Trump signed executive orders last week effectively banning the apps after 45 days. The renewed focus brings to the forefront how badly American social media apps have lagged their Asian counterparts. Consider Twitter Inc., for example. Despite spending roughly $700 million a year in research and development, the microblogging company’s main offering has stayed ...
",8/13/2020 6:00
757,AAPL,Jim Cramer: Follow the Lead of Elon Musk and Tim Cook: Split,"Both Apple and Tesla are chopping shares into pieces, which will let individual investors have a shot at buying them.
",8/12/2020 19:01
758,AAPL,Stock Split Watch: Could Amazon Be Next?,"The e-commerce veteran hasn't issued a stock split since 1999, but the time is ripe for another one right now.
",8/12/2020 16:52
759,AAPL,US STOCKS-S&P 500 finishes within points of record high close,"The S&P 500 jumped on Wednesday but finished just short of its February record closing high, in a broad rally led by tech-related stocks.  Heavyweights Microsoft Corp, Amazon.com Inc and Apple Inc were among the top boosts to the S&P 500 during the session.  The Nasdaq and Dow also rose sharply.
",8/12/2020 16:30
760,AAPL,Apple Inc. stock outperforms market on strong trading day,"COMPANY CLOSE UPDATES  Terrence Horan Shares of Apple Inc. AAPL rallied 3.32% to $452.04 Wednesday, on what proved to be an all-around favorable trading session for the stock market, with the NASDAQ Composite Index COMP rising 2.
",8/12/2020 16:25
761,AAPL,US STOCKS-S&P 500 trades above closing record high level,"(For a live blog on the U.S. stock market, click or type LIVE/ in a news window)
",8/12/2020 15:28
762,AAPL,Apple Isn’t Just a Tech Stock. It’s a Play on Payments.,"Dave Ellison, manager of the Hennessy Large Cap Financial Fund, has Apple as a top-10 holding. Fintech companies, including PayPal, comprise most of the list.
",8/12/2020 13:42
763,AAPL,US STOCKS-Tech stocks boost S&P 500 closer to record high,"Wall Street's main indexes jumped on Wednesday, with the S&P 500 crawling towards a record high in a broad rally led by tech stocks, with investors shrugging off a stalemate over the new coronavirus relief bill.  Heavyweights Microsoft Corp, Amazon.com Inc and Apple Inc were the top boosts to the S&P 500.  Ten of the 11 major S&P sectors climbed, with technology , communication services and utilities leading percentage gains.
",8/12/2020 13:04
764,AAPL,"Microsoft, Apple Inc. share gains lead Dow's 218-point jump","DOW UPDATE Shares of Microsoft and Apple Inc. are seeing strong returns Wednesday morning, sending the Dow Jones Industrial Average into positive territory. The Dow (DJIA) was most recently trading 218 points (0.
",8/12/2020 11:56
765,AAPL,Tesla's Stock Split Plays to the 'Cheap Seats',"Tesla's 5-for-1 stock split in late August will make shares more accessible to retail investors. But it also could make owning TSLA a bumpier ride.
",8/12/2020 11:32
766,AAPL,US STOCKS-S&P 500 inches toward record high on tech boost,"Wall Street's main indexes jumped on Wednesday, with the S&P 500 crawling towards a record high in a broad rally led by tech stocks, although some investors were cautious following a stalemate over the new coronavirus relief bill.  Heavyweights Microsoft Corp, Amazon.com Inc and Apple Inc were some of the top boosts to the S&P 500.  All major S&P sectors climbed, with technology, communication services and health leading percentage gains.
",8/12/2020 11:15
767,AAPL,"Dow up 289 points on gains for shares of Microsoft, Apple Inc.","DOW UPDATE Led by strong returns for shares of Microsoft and Apple Inc., the Dow Jones Industrial Average is rallying Wednesday morning. The Dow (DJIA) was most recently trading 289 points higher (1.0%), as shares of Microsoft (MSFT) and Apple Inc.
",8/12/2020 10:56
768,AAPL,Apple Launches Music Beta Website With Listen Now Tab,"Apple (AAPL) has launched a beta version of the Apple Music service in the browser. The site has a new look and is similar to iOS 14 and macOS Big Sur.
",8/12/2020 10:34
769,AAPL,"Elon Musk Splits Stock, Makes Tesla's Case to Join Dow Jones","The electric vehicle pioneer set the terms for inclusion in the most popular stock benchmark in the world.
",8/12/2020 9:30
770,AAPL,Hon Hai Beats Profit Estimates After Pandemic Spurs Apple Demand,"(Bloomberg) -- Key Apple Inc. partner Hon Hai Precision Industry Co. reported profit that beat estimates after the Covid-19 lockdown boosted demand for iPads and MacBooks assembled by the flagship unit of Foxconn Technology Group.The Taiwanese company posted net income of NT$22.9 billion ($778 million) for the quarter ended in June, compared with the average analyst estimate of NT$18.1 billion. Revenue was NT$1.13 trillion, down 2.8% from the year ago period, according to Bloomberg News’ calculations based on previously reported monthly sales figures.Hon Hai is bouncing back from a record profit slump in the first quarter as production at its factories recovered and shelter-in-place orders spurred demand for home computing equipment. The ...
",8/12/2020 2:04
771,AAPL,Airbnb backs OECD approach to digital services tax,"Home rental startup Airbnb said on Wednesday it supported the development of a digital services tax regime being discussed by the Organisation for Economic Co-operation and Development (OECD) to bridge a divide between the United States and Europe.  The OECD talks involve over 100 countries on a major rewrite of global tax rules to bring them up to date for the digital era, but they have so far not produced results as the negotiations have been complicated by the coronavirus pandemic.  ""The almost century-old system we still use today was not designed with today's increasingly digital economy in mind and it should be improved,"" Airbnb said in a statement backing the OECD talks.
",8/11/2020 19:01
772,AAPL,"US STOCKS-S&P 500, Dow snap 7-day winning streak as concern mounts over stimulus deal","U.S. stocks closed lower on Tuesday, with the S&P 500 and Dow snapping a seven-day streak of gains and falling late in the session on growing uncertainty about breaking a stalemate in Washington over a fiscal stimulus deal.  Both indexes had been higher for much of the session, and the S&P 500 came within striking distance of its closing record high from February, before the onset of the coronavirus crisis in the United States that caused one of Wall Street's most dramatic crashes in history.
",8/11/2020 17:04
773,AAPL,SoftBank Is Targeting Over $10 Billion in Public Investing,"(Bloomberg) -- SoftBank Group Corp. is targeting investments of more $10 billion in public stocks as part of a new asset management arm, far exceeding the initial holdings that founder Masayoshi Son outlined to shareholders on Tuesday, people familiar with the initiative said.The tally could reach into the tens of billions, said one of the people, all of whom asked not to be identified because the plans are private.Son, the chief executive officer, unveiled the investment arm in a conference call to discuss earnings on Tuesday. He said the unit has about $555 million in capital. However, the amount is seen as a placeholder, people familiar with the project said; 555 is slang in Japanese gaming culture meaning “go, go, go.”The asset manage...
",8/11/2020 16:56
774,AAPL,"Dow flat despite losses for Apple Inc., Walgreens Boots stocks","DOW UPDATE Dragged down by declines for shares of Apple Inc. and Walgreens Boots, the Dow Jones Industrial Average is trading down Tuesday afternoon. The Dow (DJIA) was most recently trading 13 points (0.
",8/11/2020 15:38
775,AAPL,Zynga Stock Gets a Downgrade After Rampaging This Year. Blame Apple.,"Berenberg’s David Beckel.reduced his target price on Zynga to $10.50 from $11, and cut his rating to Hold from Buy
",8/11/2020 12:43
776,AAPL,Checking in Again on Apple's Charts,"Prices have been soaring since their July 30 earnings report and the announcement of a 4-for-1 stock split later this month.
",8/11/2020 12:32
777,AAPL,US STOCKS-S&P 500 nears record high as stimulus bets climb,"The S&P 500 closed in on its February peak on Tuesday, returning to levels last seen before the onset of the coronavirus crisis that caused one of Wall Street's most dramatic crashes in history.  The benchmark index was about half a percent below the all-time high it hit on Feb. 19, when investors started dumping shares in anticipation of what proved to be the biggest slump in the U.S. economy since the Great Depression.
",8/11/2020 11:38
778,AAPL,US STOCKS-S&P 500 inches closer to record high as stimulus bets climb,"The S&P 500 on Tuesday closed in on its February record high, returning to levels last seen before the onset of the coronavirus crisis that caused one of Wall Street's most dramatic crashes in history.  The benchmark index was about half a percent below its peak hit on Feb. 19, when investors started dumping shares in anticipation of what proved to be the biggest slump in the U.S. economy since the Great Depression.  The tech-heavy Nasdaq has led the charge, boosted by ""stay-at-home winners"" Amazon.com Inc, Netflix Inc and Apple Inc. The index was down about 0.4% in early trading.
",8/11/2020 10:19
779,AAPL,What Are the Key Barriers to Entry in Electronics?,"Learn how the entry barriers of economies of scale and scope, research and development, capital, and brand loyalty affect the electronics industry.
",8/11/2020 10:11
780,AAPL,US STOCKS-S&P 500 futures hit record high as stimulus bets climb,"S&P 500 futures hit an all-time high on Tuesday, bringing the benchmark index to the verge of levels last seen before the coronavirus crisis hit in February, causing one of Wall Street's most dramatic crashes in history.  The benchmark index was on track to open just 0.5% below its peak from February 19, when investors started dumping shares in anticipation of what proved to be the biggest slump in the U.S. economy since the Great Depression.  The tech-heavy Nasdaq has led the charge, boosted by ""stay-at-home winners"" Amazon.com, Netflix Inc and Apple Inc and futures in the index were up just over half a percent.
",8/11/2020 9:08
781,AAPL,Google turns Android phones into earthquake sensors; California to get alerts,"Alphabet Inc's Google's Android phones on Tuesday started detecting earthquakes around the world to provide data that could eventually give billions of users precious seconds of warning of a tremor nearby, with an alerting feature first rolling out in California.  Japan, Mexico and California already use land-based sensors to generate warnings, aiming to cut injuries and property damage by giving people further away from the epicenter of an earthquake seconds to protect themselves before the shaking starts.  If Google's approaches for detecting and alerting prove effective, warnings would reach more people, including for the first time Indonesia and other developing countries with few traditional sensors.
",8/11/2020 9:00
782,AAPL,"Arm rival SiFive raises $60 mln from SK Hynix, Aramco","SiFive Inc, a California startup working to commercialize an open-source semiconductor technology, said on Tuesday that it has raised an additional $60 million in funding from investors including SK Hynix and Saudi Aramco.  The company said its existing investors - including venture capital arms from Intel Corp, Qualcomm Inc and Western Digital Corp - also joined the funding round, bringing its total capital raised since its founding in 2015 to more than $185 million.  SiFive is working to sell designs for semiconductors based on the RISC-V architecture, an open-source recipe for making computing chips.
",8/11/2020 9:00
783,AAPL,Small Cap Stocks Are Playing Catch-Up. Stronger Earnings Revisions Are a Tailwind.,"Small-cap stocks broke out last week, with the Russell 2000 surging 6%. But that hardly made a dent in its year-to-date underperformance compared with bigger companies.
",8/11/2020 8:00
784,AAPL,5 Stocks Robinhood Investors Can't Stop Buying,"Whatever is moving fastest seems to be the flavor of the week for many of these mostly young and/or novice investors.  By this I mean that Robinhood's leaderboard (i.e., its most-held stocks) is beginning to fill up with established and/or high-growth businesses.  Here are the five stocks Robinhood investors simply can't stop buying over the past month.
",8/11/2020 5:51
785,AAPL,Apple boss Tim Cook reaches billionaire status,"The company's share price has soared, helping to boost the personal wealth of its chief executive.
",8/10/2020 23:01
786,AAPL,Trump's Tencent Ban Could Crush Apple's iPhone Sales,"Prohibiting transactions with WeChat could neuter the iPhone in the world's largest smartphone market.
",8/10/2020 15:50
787,AAPL,Analyst: Apple Forecast to Lose 30% of Worldwide iPhone Shipments if WeChat Is Banned,"If President Trump goes through with his ban on WeChat -- the Chinese chatting app owned by Tencent (OTC: TCEHY) -- Apple (NASDAQ: AAPL) could see as much as 30% of its shipments evaporate if it is forced to remove the app from its App Store.  Because 1.2 billion mostly Chinese people use the app worldwide, and many see it as critical to staying in touch with family and friends, the iPhone could quickly fall out of favor with them.  Because WeChat has become a daily necessity in China ... We estimate that the annual ‌iPhone‌ shipments will be revised down by 25–30%, and the annual shipments of other Apple hardware devices, including AirPods, iPad, Apple Watch and Mac, will be revised down by 15–25%.
",8/10/2020 14:54
788,AAPL,Dow Jones Gains 300 Points; Apple Could Suffer From WeChat Ban; Microsoft's TikTok Deal Faces Long Odds,"Apple's iPhones will become less desirable in China if it's forced to remove WeChat, and Microsoft's acquisition of TikTok's U.S. business may not pan out.
",8/10/2020 14:30
789,AAPL,Russia says Apple breached regulations on mobile apps,"MOSCOW (Reuters) - Russian competition watchdog FAS on Monday said that Apple Inc has abused its dominant position in the mobile apps market through its App Store for iOS devices and will issue an order demanding that the company resolve regulations breaches.
",8/10/2020 12:07
790,AAPL,Tech giants back legal challenge to Trump's foreign worker restrictions,"Amazon, Apple , Facebook, Microsoft, Netflix, Twitter, and other tech companies filed a legal brief on Monday backing a challenge to U.S. President Donald Trump's temporary ban on the entry of certain foreign workers to preserve jobs for Americans during the coronavirus pandemic.  In the brief, filed in a lawsuit brought in California by major U.S. business associations, the companies argued that the visa restrictions will hurt American businesses, lead employers to hire workers outside the United States, and further damage the already struggling U.S. economy.  Trump issued a presidential proclamation in June that suspended the entry of a range of foreign workers until the end of the year, a move his administration said would free up jobs...
",8/10/2020 11:04
